Date,AvgSpeed_1,AvgSpeed_2,Cool_1,Cool_2,Depart_1,DewPoint_1,DewPoint_2,Heat_1,Heat_2,PrecipTotal_1,PrecipTotal_2,ResultDir_1,ResultDir_2,ResultSpeed_1,ResultSpeed_2,SeaLevel_1,SeaLevel_2,SnowFall_1,StnPressure_1,StnPressure_2,Sunrise_1,Sunset_1,Tavg_1,Tavg_2,Tmax_1,Tmax_2,Tmin_1,Tmin_2,WetBulb_1,WetBulb_2
2008-09-25,7.5,6.0,5.0,7.0,9.0,61,61,0.0,0.0,0.0,0.0,4,4,6.9,5.4,30.27,30.25,0.0,29.54,29.59,5.7,17.733333333333334,70.0,72.0,77,78,63,66,64.0,65.0
2008-09-26,4.3,4.6,4.0,4.0,9.0,55,54,0.0,0.0,0.0,0.0,6,6,3.0,3.5,30.16,30.14,0.0,29.42,29.47,5.716666666666667,17.7,69.0,69.0,79,78,59,60,60.0,61.0
2008-09-27,2.7,3.1,2.0,3.0,7.0,54,54,0.0,0.0,0.0,0.0,3,7,1.0,1.6,30.06,30.04,0.0,29.33,29.39,5.733333333333333,17.683333333333334,67.0,68.0,81,80,53,55,60.0,60.0
2008-09-28,7.8,7.4,0.0,0.0,4.0,57,57,2.0,0.0,0.0,0.0,4,4,7.2,7.3,30.13,30.11,0.0,29.41,29.46,5.75,17.65,63.0,65.0,68,69,57,60,60.0,60.0
2008-09-29,4.8,4.4,0.0,0.0,0.0,55,57,6.0,4.0,0.82,0.11,33,33,3.5,1.6,30.0,29.99,0.0,29.26,29.31,5.766666666666667,17.616666666666667,59.0,61.0,64,65,54,56,57.0,59.0
2008-09-30,11.5,9.5,0.0,0.0,-5.0,44,45,11.0,10.0,0.0,0.01,31,31,11.4,9.3,29.95,29.94,0.0,29.21,29.27,5.783333333333333,17.583333333333332,54.0,55.0,59,61,48,48,49.0,50.0
2008-10-01,11.1,11.0,0.0,0.0,-4.0,40,41,11.0,11.0,0.0,0.0,33,33,11.2,10.9,29.97,29.96,0.0,29.24,29.3,5.8,17.566666666666666,54.0,54.0,61,62,46,46,47.0,47.0
2008-10-02,9.2,10.1,0.0,0.0,-6.0,40,40,13.0,12.0,0.0,0.0,28,28,8.7,9.5,29.91,29.92,0.0,29.18,29.24,5.816666666666666,17.533333333333335,52.0,53.0,61,62,42,43,47.0,47.0
2008-10-03,7.7,8.3,0.0,0.0,-5.0,42,43,13.0,11.0,0.01,0.01,3,6,6.5,6.0,30.05,30.04,0.0,29.34,29.4,5.833333333333333,17.5,52.0,54.0,60,59,44,49,47.0,49.0
2008-10-04,4.4,4.3,0.0,0.0,-7.0,38,39,15.0,14.0,0.0,0.0,11,11,3.2,3.1,30.23,30.23,0.0,29.51,29.57,5.866666666666667,17.483333333333334,50.0,51.0,61,60,38,42,45.0,46.0
2008-10-05,6.6,7.2,0.0,0.0,-6.0,43,41,14.0,11.0,0.06,0.03,11,11,5.6,6.5,30.25,30.24,0.0,29.51,29.57,5.883333333333333,17.45,51.0,54.0,61,61,41,46,48.0,49.0
2008-10-06,10.7,9.1,0.0,0.0,6.0,47,46,3.0,2.0,0.0,0.0,11,12,10.5,8.9,30.23,30.23,0.0,29.49,29.55,5.9,17.416666666666668,62.0,63.0,69,70,54,56,54.0,54.0
2008-10-07,11.3,10.9,0.0,0.0,4.0,52,52,5.0,4.0,0.8,0.86,13,14,10.3,9.5,30.01,30.01,0.0,29.24,29.31,5.916666666666667,17.4,60.0,61.0,63,65,56,56,56.0,56.0
2008-10-08,8.1,8.3,0.0,0.0,1.0,51,52,8.0,7.0,0.19,0.29,26,26,7.5,7.4,29.85,29.86,0.0,29.13,29.2,5.933333333333334,17.366666666666667,57.0,58.0,64,63,50,52,54.0,55.0
2008-10-09,5.8,4.8,0.0,0.0,3.0,38,39,7.0,6.0,0.0,0.0,29,29,5.5,3.9,30.05,30.05,0.0,29.36,29.41,5.95,17.333333333333332,58.0,59.0,69,69,47,48,49.0,49.0
2008-10-10,6.7,6.1,0.0,0.0,2.0,42,41,8.0,5.0,0.0,0.0,11,11,4.8,5.3,30.18,30.17,0.0,29.47,29.52,5.966666666666667,17.316666666666666,57.0,60.0,72,73,42,46,50.0,51.0
2008-10-11,5.0,5.0,0.0,3.0,11.0,50,50,0.0,0.0,0.0,0.0,14,14,4.2,3.9,30.24,30.24,0.0,29.52,29.58,5.983333333333333,17.283333333333335,65.0,68.0,79,80,51,55,57.0,57.0
2008-10-12,5.1,6.3,6.0,9.0,17.0,56,54,0.0,0.0,0.0,0.0,15,16,4.3,5.8,30.27,30.26,0.0,29.55,29.61,6.0,17.25,71.0,74.0,84,86,57,62,61.0,62.0
2008-10-13,8.1,8.7,4.0,7.0,16.0,58,57,0.0,0.0,0.0,0.0,20,20,7.7,8.3,30.21,30.2,0.0,29.47,29.54,6.033333333333333,17.233333333333334,69.0,72.0,77,79,61,64,63.0,63.0
2008-10-14,6.8,7.2,0.0,0.0,8.0,43,43,4.0,2.0,0.001,0.001,30,34,2.0,1.5,30.22,30.21,0.0,29.49,29.54,6.05,17.2,61.0,63.0,69,70,53,55,51.0,52.0
2008-10-15,6.3,6.8,0.0,0.0,2.0,50,51,10.0,8.0,0.3,0.24,32,32,4.2,3.6,30.06,30.05,0.0,29.34,29.39,6.066666666666666,17.183333333333334,55.0,57.0,63,64,47,50,53.0,54.0
2008-10-16,7.5,8.0,0.0,0.0,-1.0,38,39,14.0,13.0,0.0,0.0,35,35,6.1,6.7,30.25,30.24,0.0,29.52,29.57,6.083333333333333,17.15,51.0,52.0,59,59,43,44,44.0,45.0
2008-10-17,7.2,7.2,0.0,0.0,-2.0,39,40,15.0,15.0,0.0,0.001,36,36,6.2,5.8,30.26,30.25,0.0,29.53,29.59,6.1,17.116666666666667,50.0,50.0,57,56,43,44,44.0,46.0
2008-10-18,6.1,5.3,0.0,0.0,1.0,40,41,13.0,12.0,0.05,0.14,7,7,2.1,2.4,30.32,30.32,0.0,29.58,29.65,6.116666666666666,17.1,52.0,53.0,60,60,43,46,45.0,47.0
2008-10-19,12.4,10.9,0.0,0.0,0.0,37,37,14.0,12.0,0.0,0.0,19,19,12.0,10.6,30.24,30.25,0.0,29.49,29.57,6.133333333333334,17.066666666666666,51.0,53.0,62,62,40,44,45.0,46.0
2008-10-20,7.6,7.4,0.0,0.0,-1.0,42,43,16.0,15.0,0.18,0.31,31,31,4.0,3.2,30.21,30.21,0.0,29.48,29.54,6.166666666666667,17.05,49.0,50.0,55,56,43,44,46.0,47.0
2008-10-21,8.7,9.2,0.0,0.0,-3.0,35,37,18.0,18.0,0.0,0.0,2,3,7.1,6.7,30.37,30.37,0.0,29.64,29.7,6.183333333333334,17.016666666666666,47.0,47.0,55,55,38,39,42.0,43.0
2008-10-22,13.1,12.6,0.0,0.0,-6.0,30,29,21.0,18.0,0.0,0.0,12,12,12.1,12.0,30.39,30.4,0.0,29.65,29.71,6.2,17.0,44.0,47.0,52,54,35,40,40.0,40.0
2008-10-23,11.8,10.8,0.0,0.0,1.0,36,34,15.0,15.0,0.16,0.09,12,12,11.5,10.6,30.27,30.27,0.0,29.5,29.56,6.216666666666667,16.966666666666665,50.0,50.0,58,60,41,40,44.0,43.0
2008-10-24,6.1,6.9,0.0,0.0,0.0,44,44,16.0,14.0,0.32,0.63,19,20,5.3,5.6,29.96,29.97,0.0,29.18,29.25,6.233333333333333,16.95,49.0,51.0,54,56,44,45,47.0,47.0
2008-10-25,12.3,13.2,0.0,0.0,0.0,40,41,17.0,17.0,0.001,0.001,22,23,11.9,12.8,29.77,29.79,0.0,29.02,29.09,6.266666666666667,16.933333333333334,48.0,48.0,53,53,43,43,44.0,45.0
2008-10-26,17.8,18.4,0.0,0.0,-1.0,32,34,18.0,19.0,0.001,0.01,27,27,17.2,17.5,29.8,29.81,0.001,29.1,29.17,6.283333333333333,16.9,47.0,46.0,56,56,37,36,41.0,41.0
2008-10-27,14.4,13.9,0.0,0.0,-8.0,27,28,25.0,24.0,0.001,0.001,31,31,13.7,13.4,30.2,30.21,0.001,29.51,29.57,6.3,16.883333333333333,40.0,41.0,47,47,33,34,35.0,35.0
2008-10-28,10.9,10.3,0.0,0.0,-9.0,23,23,27.0,26.0,0.0,0.0,30,30,10.5,9.9,30.29,30.31,0.0,29.54,29.6,6.316666666666666,16.85,38.0,39.0,45,45,31,32,33.0,33.0
2008-10-29,6.2,6.1,0.0,0.0,-5.0,24,25,23.0,23.0,0.0,0.0,32,29,3.7,1.7,30.21,30.22,0.0,29.47,29.54,6.333333333333333,16.833333333333332,42.0,42.0,51,51,32,33,34.0,35.0
2008-10-30,10.4,9.4,0.0,0.0,1.0,32,31,18.0,16.0,0.0,0.0,19,19,10.5,9.3,30.31,30.33,0.0,29.57,29.65,6.366666666666666,16.816666666666666,47.0,49.0,62,63,31,34,41.0,41.0
2008-10-31,7.4,7.9,0.0,0.0,13.0,46,46,6.0,5.0,0.0,0.0,22,22,5.7,6.0,30.3,30.3,0.0,29.57,29.64,6.383333333333334,16.783333333333335,59.0,60.0,70,71,48,49,51.0,51.0
2009-05-01,8.5,8.6,0.0,0.0,0.0,40,42,12.0,10.0,0.02,0.04,29,29,8.4,8.1,29.98,29.98,0.0,29.26,29.33,4.8,18.816666666666666,53.0,55.0,60,62,46,48,47.0,48.0
2009-05-02,9.2,9.5,0.0,0.0,1.0,33,34,10.0,10.0,0.0,0.0,26,27,8.8,9.2,29.94,29.95,0.0,29.21,29.28,4.783333333333333,18.833333333333332,55.0,55.0,66,65,44,45,45.0,46.0
2009-05-03,4.9,4.8,0.0,0.0,3.0,34,35,8.0,7.0,0.0,0.0,26,26,3.9,4.7,29.92,29.92,0.0,29.19,29.26,4.766666666666667,18.85,57.0,58.0,70,70,43,45,47.0,48.0
2009-05-04,7.6,8.4,0.0,0.0,3.0,34,36,8.0,5.0,0.0,0.0,9,9,6.5,7.1,30.02,30.02,0.0,29.31,29.37,4.733333333333333,18.866666666666667,57.0,60.0,70,70,43,49,47.0,48.0
2009-05-05,6.0,5.9,0.0,0.0,5.0,40,41,5.0,3.0,0.0,0.0,13,12,5.5,5.1,29.95,29.95,0.0,29.22,29.28,4.716666666666667,18.883333333333333,60.0,62.0,71,70,49,54,50.0,51.0
2009-05-06,8.1,7.2,0.0,1.0,8.0,51,51,2.0,0.0,0.67,0.86,19,19,6.5,6.2,29.79,29.8,0.0,29.05,29.13,4.7,18.916666666666668,63.0,66.0,75,75,51,56,55.0,56.0
2009-05-07,10.3,9.2,2.0,2.0,12.0,52,53,0.0,0.0,0.19,0.03,25,24,8.5,8.2,29.73,29.74,0.0,29.01,29.08,4.683333333333334,18.933333333333334,67.0,67.0,77,77,56,56,57.0,58.0
2009-05-08,6.0,6.1,0.0,1.0,9.0,53,55,0.0,0.0,0.02,0.01,21,20,4.9,4.4,29.68,29.67,0.0,28.94,29.0,4.65,18.95,65.0,66.0,77,74,53,57,58.0,59.0
2009-05-09,11.8,11.3,0.0,0.0,-1.0,44,44,10.0,10.0,0.001,0.0,29,28,6.8,4.7,29.87,29.87,0.0,29.19,29.26,4.633333333333333,18.966666666666665,55.0,55.0,63,64,46,45,48.0,49.0
2009-05-10,8.4,9.0,0.0,0.0,-2.0,39,40,11.0,10.0,0.0,0.02,30,30,4.7,5.1,30.11,30.11,0.0,29.41,29.47,4.616666666666667,18.983333333333334,54.0,55.0,67,67,40,43,46.0,47.0
2009-05-11,4.6,4.5,0.0,0.0,-7.0,35,34,15.0,14.0,0.0,0.0,8,7,0.7,2.1,30.2,30.2,0.0,29.47,29.53,4.6,19.0,50.0,51.0,61,61,39,40,44.0,44.0
2009-05-12,9.6,9.5,0.0,0.0,-2.0,34,32,10.0,7.0,0.0,0.0,16,16,9.5,8.9,30.13,30.13,0.0,29.38,29.44,4.583333333333333,19.016666666666666,55.0,58.0,71,72,39,44,47.0,47.0
2009-05-13,16.4,14.8,0.0,0.0,4.0,56,58,3.0,2.0,0.55,1.03,19,18,14.4,12.9,29.76,29.77,0.0,29.01,29.08,4.566666666666666,19.033333333333335,62.0,63.0,70,71,53,54,58.0,60.0
2009-05-14,10.7,11.3,0.0,0.0,3.0,44,44,4.0,3.0,0.0,0.001,27,27,10.5,11.1,30.0,30.0,0.0,29.31,29.38,4.55,19.05,61.0,62.0,68,69,53,55,52.0,53.0
2009-05-15,8.8,5.8,0.0,0.0,-1.0,51,52,8.0,6.0,0.39,0.7,16,15,6.0,4.4,30.0,29.99,0.0,29.28,29.34,4.533333333333333,19.066666666666666,57.0,59.0,61,63,52,55,54.0,55.0
2009-05-16,12.5,12.4,0.0,0.0,-5.0,40,41,11.0,10.0,0.0,0.04,29,30,11.0,11.0,30.05,30.05,0.0,29.36,29.41,4.516666666666667,19.083333333333332,54.0,55.0,62,62,45,47,49.0,50.0
2009-05-17,6.2,6.5,0.0,0.0,-8.0,27,28,14.0,15.0,0.0,0.0,33,9,0.2,3.3,30.32,30.32,0.0,29.6,29.67,4.5,19.1,51.0,50.0,63,59,39,41,42.0,42.0
2009-05-18,9.9,9.5,0.0,0.0,-7.0,33,30,12.0,9.0,0.001,0.001,19,19,9.6,9.3,30.29,30.3,0.0,29.54,29.62,4.483333333333333,19.116666666666667,53.0,56.0,66,67,40,45,45.0,45.0
2009-05-19,13.8,12.4,1.0,2.0,6.0,44,43,0.0,0.0,0.0,0.0,21,21,13.5,12.3,30.21,30.22,0.0,29.48,29.55,4.466666666666667,19.133333333333333,66.0,67.0,80,80,52,54,55.0,54.0
2009-05-20,14.6,12.1,8.0,8.0,12.0,44,43,0.0,0.0,0.0,0.001,20,20,14.4,11.9,30.13,30.13,0.0,29.4,29.47,4.45,19.15,73.0,73.0,84,85,61,61,57.0,57.0
2009-05-21,12.8,10.9,7.0,8.0,11.0,49,48,0.0,0.0,0.0,0.0,23,25,7.8,8.1,30.09,30.09,0.0,29.38,29.44,4.433333333333334,19.166666666666668,72.0,73.0,84,85,60,60,59.0,59.0
2009-05-22,10.7,10.6,0.0,0.0,0.0,46,47,4.0,2.0,0.0,0.0,4,3,10.4,10.0,30.18,30.16,0.0,29.46,29.5,4.416666666666667,19.183333333333334,61.0,63.0,69,70,53,56,53.0,54.0
2009-05-23,5.7,5.5,0.0,2.0,4.0,50,51,0.0,0.0,0.0,0.001,7,8,4.5,4.5,30.06,30.05,0.0,29.33,29.39,4.416666666666667,19.2,65.0,67.0,80,79,50,55,57.0,58.0
2009-05-24,11.0,10.8,0.0,0.0,1.0,46,47,2.0,2.0,0.0,0.0,4,3,10.4,10.7,30.07,30.05,0.0,29.34,29.39,4.4,19.216666666666665,63.0,63.0,71,70,55,56,53.0,54.0
2009-05-25,10.8,9.5,0.0,0.0,-1.0,43,46,4.0,5.0,0.04,0.08,6,6,10.3,8.7,30.02,30.0,0.0,29.28,29.33,4.383333333333334,19.233333333333334,61.0,60.0,67,64,54,56,51.0,53.0
2009-05-26,7.8,6.8,0.0,1.0,2.0,51,54,1.0,0.0,1.73,1.38,5,6,7.5,5.7,29.82,29.81,0.0,29.08,29.13,4.366666666666666,19.25,64.0,66.0,74,76,53,56,55.0,58.0
2009-05-27,7.2,8.3,0.0,2.0,2.0,58,60,1.0,0.0,0.02,0.001,24,24,3.6,6.8,29.68,29.67,0.0,28.95,29.02,4.366666666666666,19.266666666666666,64.0,67.0,73,75,55,58,60.0,63.0
2009-05-28,8.1,8.3,0.0,0.0,-5.0,51,51,7.0,5.0,0.0,0.0,30,29,6.8,6.8,29.76,29.75,0.0,29.06,29.11,4.35,19.266666666666666,58.0,60.0,62,64,54,55,54.0,54.0
2009-05-29,6.9,6.8,0.0,1.0,-2.0,49,49,3.0,0.0,0.001,0.0,32,31,2.7,2.0,29.88,29.87,0.0,29.17,29.23,4.35,19.283333333333335,62.0,66.0,74,77,50,55,55.0,55.0
2009-05-30,6.8,6.6,0.0,1.0,1.0,46,46,0.0,0.0,0.001,0.001,27,29,2.9,1.8,29.81,29.8,0.0,29.09,29.15,4.333333333333333,19.3,65.0,66.0,79,79,50,53,54.0,55.0
2009-05-31,4.6,6.3,0.0,0.0,-5.0,41,43,6.0,4.0,0.0,0.0,10,9,2.7,2.9,29.94,29.93,0.0,29.21,29.26,4.333333333333333,19.316666666666666,59.0,61.0,73,72,45,49,50.0,52.0
2009-06-01,11.1,10.0,0.0,1.0,1.0,53,54,0.0,0.0,0.44,0.83,34,34,1.2,1.0,29.89,29.88,0.0,29.19,29.25,4.316666666666666,19.333333333333332,65.0,66.0,78,80,51,52,57.0,58.0
2009-06-02,8.0,9.2,0.0,0.0,-10.0,46,47,11.0,9.0,0.12,0.06,3,3,7.4,8.3,30.09,30.07,0.0,29.36,29.42,4.316666666666666,19.333333333333332,54.0,56.0,60,61,48,50,50.0,51.0
2009-06-03,10.7,11.4,0.0,0.0,-12.0,39,40,13.0,11.0,0.0,0.0,4,2,10.5,11.0,30.15,30.13,0.0,29.42,29.47,4.3,19.35,52.0,54.0,61,61,43,47,46.0,48.0
2009-06-04,5.9,6.4,0.0,0.0,-9.0,37,38,10.0,7.0,0.0,0.0,4,5,4.7,5.2,30.05,30.05,0.0,29.31,29.36,4.3,19.366666666666667,55.0,58.0,68,68,42,47,48.0,49.0
2009-06-05,6.7,7.2,0.0,0.0,-3.0,44,43,3.0,1.0,0.0,0.0,26,25,5.8,6.3,29.91,29.91,0.0,29.18,29.23,4.283333333333333,19.383333333333333,62.0,64.0,79,80,44,47,54.0,54.0
2009-06-06,7.7,7.2,0.0,0.0,-9.0,45,48,8.0,4.0,0.02,0.001,5,3,6.2,4.7,29.93,29.92,0.0,29.2,29.26,4.283333333333333,19.383333333333333,57.0,61.0,63,66,51,55,50.0,53.0
2009-06-07,6.9,7.7,0.0,0.0,-3.0,53,54,2.0,0.0,0.04,0.001,8,11,2.7,1.5,29.87,29.86,0.0,29.14,29.21,4.283333333333333,19.4,63.0,65.0,73,74,52,56,57.0,59.0
2009-06-08,9.2,10.0,1.0,4.0,0.0,60,61,0.0,0.0,0.45,0.3,24,25,5.9,6.4,29.77,29.76,0.0,29.06,29.11,4.283333333333333,19.416666666666668,66.0,69.0,80,82,52,55,63.0,65.0
2009-06-09,6.3,7.9,0.0,0.0,-5.0,53,53,4.0,3.0,0.001,0.001,6,8,4.0,6.4,29.94,29.94,0.0,29.23,29.29,4.266666666666667,19.416666666666668,61.0,62.0,67,67,55,56,56.0,56.0
2009-06-10,8.7,9.2,0.0,0.0,-6.0,49,50,4.0,4.0,0.01,0.04,5,4,8.0,8.5,29.89,29.88,0.0,29.15,29.21,4.266666666666667,19.433333333333334,61.0,61.0,67,67,54,55,53.0,55.0
2009-06-11,10.3,9.0,0.0,0.0,-8.0,51,53,6.0,8.0,0.01,1.14,3,1,10.2,8.8,29.83,29.82,0.0,29.11,29.17,4.266666666666667,19.433333333333334,59.0,57.0,64,60,53,53,54.0,54.0
2009-06-12,5.8,6.7,0.0,0.0,-6.0,49,49,3.0,4.0,0.001,0.001,7,6,4.4,5.0,29.95,29.95,0.0,29.24,29.3,4.266666666666667,19.45,62.0,61.0,74,72,49,50,55.0,55.0
2009-06-13,6.7,7.6,0.0,0.0,-7.0,51,52,4.0,4.0,0.33,0.31,5,4,5.9,7.2,30.0,29.99,0.0,29.28,29.34,4.266666666666667,19.45,61.0,61.0,68,66,54,56,55.0,55.0
2009-06-14,4.7,5.8,0.0,0.0,-4.0,48,50,1.0,0.0,0.0,0.0,4,5,4.5,5.1,30.01,30.0,0.0,29.29,29.34,4.266666666666667,19.466666666666665,64.0,65.0,77,76,51,54,57.0,57.0
2009-06-15,6.4,7.7,2.0,4.0,-1.0,49,49,0.0,0.0,0.0,0.0,9,9,5.5,7.4,30.01,29.99,0.0,29.28,29.34,4.266666666666667,19.466666666666665,67.0,69.0,81,81,53,57,58.0,58.0
2009-06-16,11.8,10.7,0.0,3.0,-4.0,55,57,0.0,0.0,1.23,1.07,10,11,11.2,10.3,29.89,29.87,0.0,29.15,29.21,4.266666666666667,19.483333333333334,65.0,68.0,71,71,59,64,60.0,61.0
2009-06-17,6.2,6.7,1.0,3.0,-3.0,59,60,0.0,0.0,0.0,0.0,36,34,3.0,2.6,29.88,29.87,0.0,29.16,29.21,4.266666666666667,19.483333333333334,66.0,68.0,71,73,61,63,62.0,63.0
2009-06-18,7.9,5.8,6.0,7.0,1.0,63,64,0.0,0.0,0.12,0.11,16,17,6.7,3.7,29.79,29.79,0.0,29.08,29.15,4.266666666666667,19.483333333333334,71.0,72.0,80,81,61,63,67.0,67.0
2009-06-19,11.6,10.5,11.0,12.0,6.0,67,68,0.0,0.0,3.97,0.87,18,18,7.2,6.3,29.7,29.68,0.0,28.97,29.03,4.266666666666667,19.5,76.0,77.0,86,88,65,66,69.0,70.0
2009-06-20,8.6,8.6,13.0,14.0,8.0,65,65,0.0,0.0,0.0,0.0,29,28,8.3,8.3,29.76,29.74,0.0,29.08,29.13,4.266666666666667,19.5,78.0,79.0,87,88,68,69,70.0,70.0
2009-06-21,3.9,3.5,12.0,14.0,7.0,63,64,0.0,0.0,0.01,0.001,7,9,2.8,3.3,29.82,29.8,0.0,29.12,29.17,4.266666666666667,19.5,77.0,79.0,84,86,70,71,68.0,69.0
2009-06-22,5.6,7.2,14.0,15.0,9.0,67,67,0.0,0.0,0.09,0.06,11,12,4.0,5.3,29.79,29.77,0.0,29.09,29.15,4.283333333333333,19.516666666666666,79.0,80.0,89,89,68,70,71.0,71.0
2009-06-23,3.5,4.5,18.0,19.0,13.0,69,68,0.0,0.0,0.0,0.0,14,13,1.8,2.8,29.87,29.85,0.0,29.16,29.22,4.283333333333333,19.516666666666666,83.0,84.0,94,92,71,75,73.0,73.0
2009-06-24,5.8,4.3,20.0,18.0,14.0,68,68,0.0,0.0,0.04,0.78,22,23,1.9,2.1,29.87,29.85,0.0,29.16,29.21,4.283333333333333,19.516666666666666,85.0,83.0,94,93,75,73,73.0,73.0
2009-06-25,4.9,4.6,20.0,20.0,14.0,69,68,0.0,0.0,0.001,0.0,32,26,2.4,1.8,29.8,29.77,0.0,29.08,29.15,4.283333333333333,19.516666666666666,85.0,85.0,94,93,75,76,73.0,73.0
2009-06-26,8.2,8.0,13.0,14.0,7.0,60,61,0.0,0.0,0.0,0.0,4,4,6.4,6.4,29.85,29.83,0.0,29.2,29.2,4.3,19.516666666666666,78.0,79.0,86,86,69,72,67.0,67.0
2009-06-27,6.9,6.9,11.0,14.0,5.0,61,60,0.0,0.0,0.3,0.05,21,22,5.1,6.0,29.82,29.8,0.0,29.1,29.18,4.3,19.516666666666666,76.0,79.0,89,90,62,67,67.0,67.0
2009-06-28,13.6,14.6,10.0,11.0,4.0,53,53,0.0,0.0,0.0,0.0,29,29,13.2,14.1,29.73,29.71,0.0,29.0,29.08,4.316666666666666,19.516666666666666,75.0,76.0,83,83,66,68,62.0,62.0
2009-06-29,12.7,14.1,5.0,7.0,-1.0,54,54,0.0,0.0,0.0,0.0,30,30,12.2,13.4,29.6,29.59,0.0,28.89,28.95,4.316666666666666,19.516666666666666,70.0,72.0,77,78,63,65,61.0,61.0
2009-06-30,9.1,8.3,0.0,0.0,-9.0,53,53,2.0,0.0,0.0,0.0,30,30,8.9,8.1,29.65,29.64,0.0,28.95,29.0,4.316666666666666,19.516666666666666,63.0,65.0,66,68,59,61,57.0,58.0
2009-07-01,8.7,7.4,0.0,0.0,-11.0,52,54,4.0,4.0,0.001,0.02,32,31,8.2,6.6,29.77,29.76,0.0,29.07,29.13,4.333333333333333,19.516666666666666,61.0,61.0,65,65,57,57,56.0,57.0
2009-07-02,8.8,7.6,1.0,2.0,-6.0,54,55,0.0,0.0,0.0,0.0,31,31,8.4,5.7,29.95,29.94,0.0,29.26,29.31,4.333333333333333,19.516666666666666,66.0,67.0,73,73,59,60,60.0,60.0
2009-07-03,5.8,6.5,6.0,6.0,-1.0,56,56,0.0,0.0,0.0,0.0,34,2,1.2,1.8,30.06,30.05,0.0,29.36,29.41,4.35,19.516666666666666,71.0,71.0,79,79,63,62,62.0,62.0
2009-07-04,3.8,4.7,0.0,1.0,-8.0,58,58,1.0,0.0,0.2,0.12,13,14,1.8,3.4,29.99,29.98,0.0,29.26,29.31,4.366666666666666,19.5,64.0,66.0,69,69,59,63,61.0,62.0
2009-07-05,2.4,2.6,4.0,7.0,-3.0,58,59,0.0,0.0,0.05,0.03,34,36,0.7,0.3,29.92,29.9,0.0,29.2,29.25,4.366666666666666,19.5,69.0,72.0,81,82,57,61,63.0,64.0
2009-07-06,7.8,5.5,8.0,9.0,1.0,54,54,0.0,0.0,0.0,0.0,31,30,7.5,4.2,29.86,29.84,0.0,29.14,29.2,4.383333333333334,19.5,73.0,74.0,86,85,60,63,62.0,63.0
2009-07-07,7.0,7.5,3.0,6.0,-4.0,54,55,0.0,0.0,0.001,0.0,7,7,5.9,5.9,29.89,29.88,0.0,29.18,29.24,4.383333333333334,19.5,68.0,71.0,77,76,59,65,60.0,61.0
2009-07-08,7.0,7.4,0.0,0.0,-10.0,56,55,2.0,0.0,0.06,0.17,6,8,6.8,7.0,29.99,29.98,0.0,29.28,29.34,4.4,19.483333333333334,63.0,65.0,65,68,61,62,59.0,59.0
2009-07-09,6.9,7.3,4.0,7.0,-4.0,57,58,0.0,0.0,0.0,0.0,11,10,5.8,6.5,30.07,30.05,0.0,29.35,29.41,4.416666666666667,19.483333333333334,69.0,72.0,79,80,59,63,63.0,64.0
2009-07-10,4.9,4.6,8.0,11.0,0.0,64,65,0.0,0.0,0.08,0.12,21,21,4.4,3.6,30.06,30.04,0.0,29.34,29.41,4.416666666666667,19.483333333333334,73.0,76.0,82,84,63,67,67.0,68.0
2009-07-11,7.0,7.6,9.0,12.0,1.0,59,60,0.0,0.0,0.25,1.12,31,29,4.8,5.9,30.04,30.02,0.0,29.34,29.39,4.433333333333334,19.466666666666665,74.0,77.0,85,85,63,68,65.0,67.0
2009-07-12,5.7,5.2,5.0,6.0,-3.0,51,50,0.0,0.0,0.0,0.0,29,33,2.9,1.9,30.07,30.05,0.0,29.35,29.41,4.45,19.466666666666665,70.0,71.0,82,82,58,60,60.0,60.0
2009-07-13,5.8,7.4,5.0,7.0,-3.0,46,48,0.0,0.0,0.0,0.0,7,7,4.8,5.8,30.07,30.05,0.0,29.36,29.41,4.466666666666667,19.45,70.0,72.0,79,78,61,66,57.0,59.0
2009-07-14,7.5,7.7,3.0,6.0,-5.0,51,49,0.0,0.0,0.0,0.0,16,16,6.7,7.5,30.07,30.06,0.0,29.34,29.41,4.466666666666667,19.45,68.0,71.0,80,81,55,60,59.0,60.0
2009-07-15,12.4,13.8,10.0,12.0,1.0,62,62,0.0,0.0,0.68,0.32,24,25,10.0,10.0,29.9,29.88,0.0,29.18,29.23,4.483333333333333,19.433333333333334,75.0,77.0,85,86,65,67,67.0,67.0
2009-07-16,10.8,10.3,7.0,9.0,-2.0,56,57,0.0,0.0,0.001,0.17,28,28,9.9,9.6,29.89,29.88,0.0,29.17,29.23,4.5,19.416666666666668,72.0,74.0,80,82,64,65,62.0,63.0
2009-07-17,10.8,10.4,0.0,0.0,-10.0,51,52,1.0,1.0,0.0,0.001,30,29,10.6,10.1,29.87,29.86,0.0,29.15,29.21,4.516666666666667,19.416666666666668,64.0,64.0,70,70,57,58,56.0,57.0
2009-07-18,8.2,7.1,0.0,1.0,-9.0,52,52,0.0,0.0,0.0,0.0,31,32,8.1,6.6,30.01,30.0,0.0,29.31,29.36,4.533333333333333,19.4,65.0,66.0,72,73,57,58,57.0,58.0
2009-07-19,4.0,4.6,0.0,2.0,-10.0,52,53,1.0,0.0,0.0,0.0,36,4,1.3,1.4,30.11,30.1,0.0,29.39,29.45,4.55,19.383333333333333,64.0,67.0,71,73,57,60,58.0,59.0
