,Date,Time,Latitude,Longitude,full_date,coordinates,address
3798,2013-07-17,8:30:31 PM,41.7302433333,-87.6664683333,2013-07-17 20:30:31,"41.7302433333, -87.6664683333",
3799,2013-07-17,8:30:41 PM,41.7302516667,-87.6656933333,2013-07-17 20:30:41,"41.7302516667, -87.6656933333",
3800,2013-07-17,8:30:51 PM,41.7300483333,-87.66536,2013-07-17 20:30:51,"41.7300483333, -87.66536",
3801,2013-07-17,8:31:01 PM,41.7295983333,-87.6653466667,2013-07-17 20:31:01,"41.7295983333, -87.6653466667",
3802,2013-07-17,8:31:11 PM,41.729075,-87.66533,2013-07-17 20:31:11,"41.729075, -87.66533",
3803,2013-07-17,8:31:21 PM,41.7287016667,-87.6653183333,2013-07-17 20:31:21,"41.7287016667, -87.6653183333",
3804,2013-07-17,8:31:31 PM,41.7285533333,-87.6656733333,2013-07-17 20:31:31,"41.7285533333, -87.6656733333",
3805,2013-07-17,8:31:41 PM,41.7285183333,-87.6662466667,2013-07-17 20:31:41,"41.7285183333, -87.6662466667",
3806,2013-07-17,8:31:51 PM,41.7285,-87.6667666667,2013-07-17 20:31:51,"41.7285, -87.6667666667",
3807,2013-07-17,8:32:01 PM,41.728175,-87.6667783333,2013-07-17 20:32:01,"41.728175, -87.6667783333",
3808,2013-07-17,8:32:11 PM,41.7277033333,-87.6665516667,2013-07-17 20:32:11,"41.7277033333, -87.6665516667",
3809,2013-07-17,8:32:21 PM,41.7276133333,-87.6660383333,2013-07-17 20:32:21,"41.7276133333, -87.6660383333",
3810,2013-07-17,8:32:31 PM,41.7276216667,-87.66547,2013-07-17 20:32:31,"41.7276216667, -87.66547",
3811,2013-07-17,8:32:41 PM,41.7273716667,-87.6652366667,2013-07-17 20:32:41,"41.7273716667, -87.6652366667",
3812,2013-07-17,8:32:51 PM,41.7269333333,-87.6652366667,2013-07-17 20:32:51,"41.7269333333, -87.6652366667",
3813,2013-07-17,8:33:01 PM,41.7267333333,-87.6654666667,2013-07-17 20:33:01,"41.7267333333, -87.6654666667",
3814,2013-07-17,8:33:11 PM,41.7266933333,-87.6659366667,2013-07-17 20:33:11,"41.7266933333, -87.6659366667",
3815,2013-07-17,8:33:21 PM,41.7262783333,-87.6658433333,2013-07-17 20:33:21,"41.7262783333, -87.6658433333",
3816,2013-07-17,8:33:31 PM,41.7258616667,-87.6656216667,2013-07-17 20:33:31,"41.7258616667, -87.6656216667",
3817,2013-07-17,8:33:41 PM,41.7258066667,-87.665005,2013-07-17 20:33:41,"41.7258066667, -87.665005",
3818,2013-07-17,8:33:51 PM,41.7258216667,-87.6643683333,2013-07-17 20:33:51,"41.7258216667, -87.6643683333",
3819,2013-07-17,8:34:01 PM,41.7257,-87.6640133333,2013-07-17 20:34:01,"41.7257, -87.6640133333",
3820,2013-07-17,8:34:11 PM,41.7253316667,-87.6640216667,2013-07-17 20:34:11,"41.7253316667, -87.6640216667",
3821,2013-07-17,8:34:21 PM,41.7250216667,-87.6640166667,2013-07-17 20:34:21,"41.7250216667, -87.6640166667",
3822,2013-07-17,8:34:31 PM,41.7249433333,-87.6644533333,2013-07-17 20:34:31,"41.7249433333, -87.6644533333",
3823,2013-07-17,8:34:41 PM,41.72491,-87.664965,2013-07-17 20:34:41,"41.72491, -87.664965",
3824,2013-07-17,8:34:51 PM,41.7245966667,-87.6649816667,2013-07-17 20:34:51,"41.7245966667, -87.6649816667",
3825,2013-07-17,8:35:01 PM,41.7242066667,-87.6647783333,2013-07-17 20:35:01,"41.7242066667, -87.6647783333",
3826,2013-07-17,8:35:11 PM,41.724045,-87.6643566667,2013-07-17 20:35:11,"41.724045, -87.6643566667",
3827,2013-07-17,8:35:21 PM,41.7240533333,-87.66374,2013-07-17 20:35:21,"41.7240533333, -87.66374",
3828,2013-07-17,8:35:31 PM,41.7240416667,-87.6631366667,2013-07-17 20:35:31,"41.7240416667, -87.6631366667",
3829,2013-07-17,8:35:41 PM,41.7239166667,-87.662805,2013-07-17 20:35:41,"41.7239166667, -87.662805",
3830,2013-07-17,8:35:51 PM,41.7233033333,-87.66282,2013-07-17 20:35:51,"41.7233033333, -87.66282",
3831,2013-07-17,8:36:01 PM,41.7227083333,-87.66281,2013-07-17 20:36:01,"41.7227083333, -87.66281",
3832,2013-07-17,8:36:11 PM,41.7220283333,-87.6627933333,2013-07-17 20:36:11,"41.7220283333, -87.6627933333",
3833,2013-07-17,8:36:21 PM,41.72159,-87.662775,2013-07-17 20:36:21,"41.72159, -87.662775",
3834,2013-07-17,8:37:21 PM,41.7211583333,-87.6627733333,2013-07-17 20:37:21,"41.7211583333, -87.6627733333",
3835,2013-07-17,8:38:11 PM,41.717525,-87.661425,2013-07-17 20:38:11,"41.717525, -87.661425",
3836,2013-07-17,8:38:21 PM,41.7168966667,-87.6611216667,2013-07-17 20:38:21,"41.7168966667, -87.6611216667",
3837,2013-07-17,8:38:31 PM,41.7163383333,-87.660835,2013-07-17 20:38:31,"41.7163383333, -87.660835",
3838,2013-07-17,8:38:41 PM,41.71572,-87.6605233333,2013-07-17 20:38:41,"41.71572, -87.6605233333",
3839,2013-07-17,8:38:51 PM,41.7150733333,-87.6601816667,2013-07-17 20:38:51,"41.7150733333, -87.6601816667",
3840,2013-07-17,8:39:01 PM,41.7145583333,-87.6599083333,2013-07-17 20:39:01,"41.7145583333, -87.6599083333",
3841,2013-07-17,8:39:31 PM,41.7140983333,-87.6595416667,2013-07-17 20:39:31,"41.7140983333, -87.6595416667",
3842,2013-07-17,8:39:41 PM,41.7141116667,-87.6586516667,2013-07-17 20:39:41,"41.7141116667, -87.6586516667",
3843,2013-07-17,8:39:51 PM,41.7142133333,-87.6581183333,2013-07-17 20:39:51,"41.7142133333, -87.6581183333",
3844,2013-07-17,8:40:01 PM,41.7146816667,-87.6582816667,2013-07-17 20:40:01,"41.7146816667, -87.6582816667",
3845,2013-07-17,8:40:11 PM,41.7150583333,-87.65842,2013-07-17 20:40:11,"41.7150583333, -87.65842",
3846,2013-07-17,8:40:21 PM,41.715455,-87.6585716667,2013-07-17 20:40:21,"41.715455, -87.6585716667",
3847,2013-07-17,8:40:31 PM,41.71593,-87.65875,2013-07-17 20:40:31,"41.71593, -87.65875",
3848,2013-07-17,8:40:41 PM,41.716355,-87.6589133333,2013-07-17 20:40:41,"41.716355, -87.6589133333",
3849,2013-07-17,8:40:51 PM,41.7168166667,-87.65908,2013-07-17 20:40:51,"41.7168166667, -87.65908",
3850,2013-07-17,8:41:01 PM,41.7172216667,-87.65924,2013-07-17 20:41:01,"41.7172216667, -87.65924",
3851,2013-07-17,8:41:11 PM,41.71772,-87.659435,2013-07-17 20:41:11,"41.71772, -87.659435",
3852,2013-07-17,8:41:21 PM,41.7181883333,-87.6596066667,2013-07-17 20:41:21,"41.7181883333, -87.6596066667",
3853,2013-07-17,8:41:31 PM,41.7185933333,-87.6597516667,2013-07-17 20:41:31,"41.7185933333, -87.6597516667",
3854,2013-07-17,8:41:41 PM,41.71904,-87.6599233333,2013-07-17 20:41:41,"41.71904, -87.6599233333",
3855,2013-07-17,8:41:51 PM,41.7195416667,-87.66009,2013-07-17 20:41:51,"41.7195416667, -87.66009",
3856,2013-07-17,8:42:01 PM,41.720035,-87.6602633333,2013-07-17 20:42:01,"41.720035, -87.6602633333",
3857,2013-07-17,8:42:11 PM,41.7204733333,-87.6604583333,2013-07-17 20:42:11,"41.7204733333, -87.6604583333",
3858,2013-07-17,8:42:21 PM,41.7208083333,-87.66058,2013-07-17 20:42:21,"41.7208083333, -87.66058",
3859,2013-07-17,8:42:31 PM,41.7209583333,-87.6601933333,2013-07-17 20:42:31,"41.7209583333, -87.6601933333",
3860,2013-07-17,8:42:41 PM,41.7209883333,-87.6594316667,2013-07-17 20:42:41,"41.7209883333, -87.6594316667",
3861,2013-07-17,8:42:51 PM,41.7208366667,-87.6590933333,2013-07-17 20:42:51,"41.7208366667, -87.6590933333",
3862,2013-07-17,8:43:01 PM,41.7204466667,-87.6589983333,2013-07-17 20:43:01,"41.7204466667, -87.6589983333",
3863,2013-07-17,8:43:11 PM,41.7200483333,-87.6589233333,2013-07-17 20:43:11,"41.7200483333, -87.6589233333",
3864,2013-07-17,8:43:21 PM,41.719695,-87.6588716667,2013-07-17 20:43:21,"41.719695, -87.6588716667",
3865,2013-07-17,8:43:31 PM,41.719225,-87.6587683333,2013-07-17 20:43:31,"41.719225, -87.6587683333",
3866,2013-07-17,8:43:41 PM,41.7187733333,-87.6586716667,2013-07-17 20:43:41,"41.7187733333, -87.6586716667",
3867,2013-07-17,8:43:51 PM,41.7183216667,-87.6585933333,2013-07-17 20:43:51,"41.7183216667, -87.6585933333",
3868,2013-07-17,8:44:11 PM,41.7181033333,-87.6580283333,2013-07-17 20:44:11,"41.7181033333, -87.6580283333",
3869,2013-07-17,8:44:21 PM,41.7180266667,-87.6576933333,2013-07-17 20:44:21,"41.7180266667, -87.6576933333",
3870,2013-07-17,8:44:31 PM,41.7176583333,-87.6577016667,2013-07-17 20:44:31,"41.7176583333, -87.6577016667",
3871,2013-07-17,8:44:41 PM,41.7171433333,-87.6576783333,2013-07-17 20:44:41,"41.7171433333, -87.6576783333",
3872,2013-07-17,8:44:51 PM,41.7167333333,-87.6576416667,2013-07-17 20:44:51,"41.7167333333, -87.6576416667",
3873,2013-07-17,8:45:01 PM,41.71624,-87.65764,2013-07-17 20:45:01,"41.71624, -87.65764",
3874,2013-07-17,8:45:11 PM,41.715765,-87.65761,2013-07-17 20:45:11,"41.715765, -87.65761",
3875,2013-07-17,8:45:21 PM,41.7153316667,-87.6575883333,2013-07-17 20:45:21,"41.7153316667, -87.6575883333",
3876,2013-07-17,8:45:31 PM,41.7148116667,-87.6575566667,2013-07-17 20:45:31,"41.7148116667, -87.6575566667",
3877,2013-07-17,8:45:41 PM,41.71452,-87.6575416667,2013-07-17 20:45:41,"41.71452, -87.6575416667",
3878,2013-07-17,8:45:51 PM,41.714325,-87.6572683333,2013-07-17 20:45:51,"41.714325, -87.6572683333",
3879,2013-07-17,8:46:01 PM,41.7143216667,-87.6565316667,2013-07-17 20:46:01,"41.7143216667, -87.6565316667",
3880,2013-07-17,8:46:11 PM,41.7143166667,-87.6558016667,2013-07-17 20:46:11,"41.7143166667, -87.6558016667",
3881,2013-07-17,8:46:31 PM,41.7145316667,-87.65527,2013-07-17 20:46:31,"41.7145316667, -87.65527",
3882,2013-07-17,8:46:41 PM,41.7148883333,-87.655265,2013-07-17 20:46:41,"41.7148883333, -87.655265",
3883,2013-07-17,8:46:51 PM,41.715295,-87.6552833333,2013-07-17 20:46:51,"41.715295, -87.6552833333",
3884,2013-07-17,8:47:01 PM,41.71571,-87.6553033333,2013-07-17 20:47:01,"41.71571, -87.6553033333",
3885,2013-07-17,8:47:11 PM,41.71591,-87.6555333333,2013-07-17 20:47:11,"41.71591, -87.6555333333",
3886,2013-07-17,8:47:21 PM,41.7158933333,-87.6560666667,2013-07-17 20:47:21,"41.7158933333, -87.6560666667",
3887,2013-07-17,8:47:31 PM,41.7158816667,-87.6565466667,2013-07-17 20:47:31,"41.7158816667, -87.6565466667",
3888,2013-07-17,8:47:41 PM,41.7158716667,-87.6570883333,2013-07-17 20:47:41,"41.7158716667, -87.6570883333",
3889,2013-07-17,8:48:01 PM,41.71639,-87.6575216667,2013-07-17 20:48:01,"41.71639, -87.6575216667",
3890,2013-07-17,8:48:11 PM,41.7167316667,-87.6575516667,2013-07-17 20:48:11,"41.7167316667, -87.6575516667",
3891,2013-07-17,8:48:21 PM,41.716815,-87.6571566667,2013-07-17 20:48:21,"41.716815, -87.6571566667",
3892,2013-07-17,8:48:31 PM,41.7168266667,-87.656675,2013-07-17 20:48:31,"41.7168266667, -87.656675",
3893,2013-07-17,8:48:41 PM,41.7168266667,-87.6561566667,2013-07-17 20:48:41,"41.7168266667, -87.6561566667",
3894,2013-07-17,8:49:01 PM,41.71687,-87.65535,2013-07-17 20:49:01,"41.71687, -87.65535",
3895,2013-07-17,8:49:11 PM,41.7168916667,-87.6547366667,2013-07-17 20:49:11,"41.7168916667, -87.6547366667",
3896,2013-07-17,8:49:21 PM,41.7169116667,-87.6542316667,2013-07-17 20:49:21,"41.7169116667, -87.6542316667",
3897,2013-07-17,8:49:31 PM,41.7169266667,-87.6537166667,2013-07-17 20:49:31,"41.7169266667, -87.6537166667",
3898,2013-07-17,8:49:41 PM,41.7169266667,-87.653205,2013-07-17 20:49:41,"41.7169266667, -87.653205",
3899,2013-07-17,8:49:51 PM,41.7173566667,-87.6530983333,2013-07-17 20:49:51,"41.7173566667, -87.6530983333",
3900,2013-07-17,8:50:01 PM,41.7177916667,-87.65309,2013-07-17 20:50:01,"41.7177916667, -87.65309",
3901,2013-07-17,8:50:11 PM,41.7180683333,-87.6532733333,2013-07-17 20:50:11,"41.7180683333, -87.6532733333",
3902,2013-07-17,8:50:21 PM,41.7180483333,-87.6537816667,2013-07-17 20:50:21,"41.7180483333, -87.6537816667",
3903,2013-07-17,8:50:31 PM,41.7180483333,-87.654265,2013-07-17 20:50:31,"41.7180483333, -87.654265",
3904,2013-07-17,8:50:41 PM,41.7180433333,-87.6547516667,2013-07-17 20:50:41,"41.7180433333, -87.6547516667",
3905,2013-07-17,8:50:51 PM,41.7180533333,-87.6553016667,2013-07-17 20:50:51,"41.7180533333, -87.6553016667",
3906,2013-07-17,8:51:01 PM,41.7180483333,-87.6559416667,2013-07-17 20:51:01,"41.7180483333, -87.6559416667",
3907,2013-07-17,8:51:11 PM,41.7180483333,-87.6564633333,2013-07-17 20:51:11,"41.7180483333, -87.6564633333",
3908,2013-07-17,8:51:21 PM,41.71804,-87.6569583333,2013-07-17 20:51:21,"41.71804, -87.6569583333",
3909,2013-07-17,8:51:31 PM,41.7180866667,-87.6575166667,2013-07-17 20:51:31,"41.7180866667, -87.6575166667",
3910,2013-07-17,8:51:41 PM,41.7185833333,-87.6575266667,2013-07-17 20:51:41,"41.7185833333, -87.6575266667",
3911,2013-07-17,8:51:51 PM,41.7187766667,-87.65733,2013-07-17 20:51:51,"41.7187766667, -87.65733",
3912,2013-07-17,8:52:01 PM,41.7187866667,-87.6567283333,2013-07-17 20:52:01,"41.7187866667, -87.6567283333",
3913,2013-07-17,8:52:11 PM,41.7188066667,-87.656135,2013-07-17 20:52:11,"41.7188066667, -87.656135",
3914,2013-07-17,8:52:21 PM,41.7188166667,-87.6555166667,2013-07-17 20:52:21,"41.7188166667, -87.6555166667",
3915,2013-07-17,8:52:31 PM,41.71903,-87.6552783333,2013-07-17 20:52:31,"41.71903, -87.6552783333",
3916,2013-07-17,8:52:41 PM,41.71911,-87.6547966667,2013-07-17 20:52:41,"41.71911, -87.6547966667",
3917,2013-07-17,8:52:51 PM,41.71911,-87.6543316667,2013-07-17 20:52:51,"41.71911, -87.6543316667",
3918,2013-07-17,8:53:01 PM,41.71912,-87.6538383333,2013-07-17 20:53:01,"41.71912, -87.6538383333",
3919,2013-07-17,8:53:11 PM,41.7191183333,-87.653295,2013-07-17 20:53:11,"41.7191183333, -87.653295",
3920,2013-07-17,8:53:21 PM,41.7193483333,-87.653045,2013-07-17 20:53:21,"41.7193483333, -87.653045",
3921,2013-07-17,8:53:31 PM,41.7197716667,-87.653065,2013-07-17 20:53:31,"41.7197716667, -87.653065",
3922,2013-07-17,8:53:41 PM,41.720125,-87.653105,2013-07-17 20:53:41,"41.720125, -87.653105",
3923,2013-07-17,8:53:51 PM,41.720175,-87.6535866667,2013-07-17 20:53:51,"41.720175, -87.6535866667",
3924,2013-07-17,8:54:01 PM,41.720175,-87.6540116667,2013-07-17 20:54:01,"41.720175, -87.6540116667",
3925,2013-07-17,8:54:11 PM,41.72017,-87.65454,2013-07-17 20:54:11,"41.72017, -87.65454",
3926,2013-07-17,8:54:21 PM,41.7201566667,-87.6550333333,2013-07-17 20:54:21,"41.7201566667, -87.6550333333",
3927,2013-07-17,8:54:31 PM,41.72043,-87.6553433333,2013-07-17 20:54:31,"41.72043, -87.6553433333",
3928,2013-07-17,8:54:41 PM,41.7208833333,-87.6553333333,2013-07-17 20:54:41,"41.7208833333, -87.6553333333",
3929,2013-07-17,8:54:51 PM,41.72112,-87.65521,2013-07-17 20:54:51,"41.72112, -87.65521",
3930,2013-07-17,8:55:01 PM,41.7211833333,-87.65452,2013-07-17 20:55:01,"41.7211833333, -87.65452",
3931,2013-07-17,8:55:21 PM,41.7212166667,-87.6531316667,2013-07-17 20:55:21,"41.7212166667, -87.6531316667",
3932,2013-07-17,8:55:31 PM,41.7214483333,-87.652935,2013-07-17 20:55:31,"41.7214483333, -87.652935",
3933,2013-07-17,8:55:41 PM,41.7218066667,-87.6529583333,2013-07-17 20:55:41,"41.7218066667, -87.6529583333",
3934,2013-07-17,8:55:51 PM,41.722215,-87.6529733333,2013-07-17 20:55:51,"41.722215, -87.6529733333",
3935,2013-07-17,8:56:01 PM,41.7226583333,-87.652985,2013-07-17 20:56:01,"41.7226583333, -87.652985",
3936,2013-07-17,8:56:11 PM,41.7230483333,-87.653,2013-07-17 20:56:11,"41.7230483333, -87.653",
3937,2013-07-17,8:56:21 PM,41.72348,-87.6530133333,2013-07-17 20:56:21,"41.72348, -87.6530133333",
3938,2013-07-17,8:56:31 PM,41.7238983333,-87.6530183333,2013-07-17 20:56:31,"41.7238983333, -87.6530183333",
3939,2013-07-17,8:56:41 PM,41.7243466667,-87.653025,2013-07-17 20:56:41,"41.7243466667, -87.653025",
3940,2013-07-17,8:56:51 PM,41.7247033333,-87.6530433333,2013-07-17 20:56:51,"41.7247033333, -87.6530433333",
3941,2013-07-17,8:57:01 PM,41.725195,-87.6530683333,2013-07-17 20:57:01,"41.725195, -87.6530683333",
3942,2013-07-17,8:57:11 PM,41.72567,-87.653075,2013-07-17 20:57:11,"41.72567, -87.653075",
3943,2013-07-17,8:57:21 PM,41.7260916667,-87.6530483333,2013-07-17 20:57:21,"41.7260916667, -87.6530483333",
3944,2013-07-17,8:57:31 PM,41.7264516667,-87.6530783333,2013-07-17 20:57:31,"41.7264516667, -87.6530783333",
3945,2013-07-17,8:57:41 PM,41.7270083333,-87.6530783333,2013-07-17 20:57:41,"41.7270083333, -87.6530783333",
3946,2013-07-17,8:57:51 PM,41.7274833333,-87.6531,2013-07-17 20:57:51,"41.7274833333, -87.6531",
3947,2013-07-17,8:58:01 PM,41.7279583333,-87.6531133333,2013-07-17 20:58:01,"41.7279583333, -87.6531133333",
3948,2013-07-17,8:58:11 PM,41.72824,-87.6533216667,2013-07-17 20:58:11,"41.72824, -87.6533216667",
3949,2013-07-17,8:58:21 PM,41.7282516667,-87.6538283333,2013-07-17 20:58:21,"41.7282516667, -87.6538283333",
3950,2013-07-17,8:58:31 PM,41.7284116667,-87.6542283333,2013-07-17 20:58:31,"41.7284116667, -87.6542283333",
3951,2013-07-17,8:58:41 PM,41.7288283333,-87.6542533333,2013-07-17 20:58:41,"41.7288283333, -87.6542533333",
3952,2013-07-17,8:58:51 PM,41.7293333333,-87.6542666667,2013-07-17 20:58:51,"41.7293333333, -87.6542666667",
3953,2013-07-17,8:59:01 PM,41.7297733333,-87.6542966667,2013-07-17 20:59:01,"41.7297733333, -87.6542966667",
3954,2013-07-17,8:59:11 PM,41.73009,-87.6544766667,2013-07-17 20:59:11,"41.73009, -87.6544766667",
3955,2013-07-17,8:59:21 PM,41.73012,-87.6549983333,2013-07-17 20:59:21,"41.73012, -87.6549983333",
3956,2013-07-17,8:59:31 PM,41.73011,-87.655455,2013-07-17 20:59:31,"41.73011, -87.655455",
3957,2013-07-17,8:59:41 PM,41.7297633333,-87.65548,2013-07-17 20:59:41,"41.7297633333, -87.65548",
3958,2013-07-17,8:59:51 PM,41.72946,-87.65548,2013-07-17 20:59:51,"41.72946, -87.65548",
3959,2013-07-17,9:00:01 PM,41.7290616667,-87.6554733333,2013-07-17 21:00:01,"41.7290616667, -87.6554733333",
3960,2013-07-17,9:00:11 PM,41.7286316667,-87.6554633333,2013-07-17 21:00:11,"41.7286316667, -87.6554633333",
3961,2013-07-17,9:00:21 PM,41.7281616667,-87.6554616667,2013-07-17 21:00:21,"41.7281616667, -87.6554616667",
3962,2013-07-17,9:00:31 PM,41.7277283333,-87.6554433333,2013-07-17 21:00:31,"41.7277283333, -87.6554433333",
3963,2013-07-17,9:00:41 PM,41.7273233333,-87.65543,2013-07-17 21:00:41,"41.7273233333, -87.65543",
3964,2013-07-17,9:00:51 PM,41.7269933333,-87.65543,2013-07-17 21:00:51,"41.7269933333, -87.65543",
3965,2013-07-17,9:01:01 PM,41.7266166667,-87.6554333333,2013-07-17 21:01:01,"41.7266166667, -87.6554333333",
3966,2013-07-17,9:01:11 PM,41.7262033333,-87.6554266667,2013-07-17 21:01:11,"41.7262033333, -87.6554266667",
3967,2013-07-17,9:01:21 PM,41.7257383333,-87.655415,2013-07-17 21:01:21,"41.7257383333, -87.655415",
3968,2013-07-17,9:01:31 PM,41.72536,-87.6553983333,2013-07-17 21:01:31,"41.72536, -87.6553983333",
3969,2013-07-17,9:01:41 PM,41.7249283333,-87.655365,2013-07-17 21:01:41,"41.7249283333, -87.655365",
3970,2013-07-17,9:01:51 PM,41.7245516667,-87.6553533333,2013-07-17 21:01:51,"41.7245516667, -87.6553533333",
3971,2013-07-17,9:02:01 PM,41.724115,-87.6553666667,2013-07-17 21:02:01,"41.724115, -87.6553666667",
3972,2013-07-17,9:02:11 PM,41.7236283333,-87.65535,2013-07-17 21:02:11,"41.7236283333, -87.65535",
3973,2013-07-17,9:02:21 PM,41.7232383333,-87.6553483333,2013-07-17 21:02:21,"41.7232383333, -87.6553483333",
3974,2013-07-17,9:02:31 PM,41.72292,-87.65533,2013-07-17 21:02:31,"41.72292, -87.65533",
3975,2013-07-17,9:02:41 PM,41.7225233333,-87.6553233333,2013-07-17 21:02:41,"41.7225233333, -87.6553233333",
3976,2013-07-17,9:02:51 PM,41.7221566667,-87.6552966667,2013-07-17 21:02:51,"41.7221566667, -87.6552966667",
3977,2013-07-17,9:03:01 PM,41.7221116667,-87.6549183333,2013-07-17 21:03:01,"41.7221116667, -87.6549183333",
3978,2013-07-17,9:03:11 PM,41.72207,-87.6545316667,2013-07-17 21:03:11,"41.72207, -87.6545316667",
3979,2013-07-17,9:03:31 PM,41.72231,-87.65419,2013-07-17 21:03:31,"41.72231, -87.65419",
3980,2013-07-17,9:03:41 PM,41.7226016667,-87.6541866667,2013-07-17 21:03:41,"41.7226016667, -87.6541866667",
3981,2013-07-17,9:03:51 PM,41.722915,-87.6541933333,2013-07-17 21:03:51,"41.722915, -87.6541933333",
3982,2013-07-17,9:04:01 PM,41.7233,-87.65423,2013-07-17 21:04:01,"41.7233, -87.65423",
3983,2013-07-17,9:04:11 PM,41.723705,-87.6542583333,2013-07-17 21:04:11,"41.723705, -87.6542583333",
3984,2013-07-17,9:04:21 PM,41.7241633333,-87.6542616667,2013-07-17 21:04:21,"41.7241633333, -87.6542616667",
3985,2013-07-17,9:04:31 PM,41.72461,-87.65426,2013-07-17 21:04:31,"41.72461, -87.65426",
3986,2013-07-17,9:04:41 PM,41.72497,-87.6542766667,2013-07-17 21:04:41,"41.72497, -87.6542766667",
3987,2013-07-17,9:04:51 PM,41.725445,-87.6543,2013-07-17 21:04:51,"41.725445, -87.6543",
3988,2013-07-17,9:05:01 PM,41.7258633333,-87.65432,2013-07-17 21:05:01,"41.7258633333, -87.65432",
3989,2013-07-17,9:05:11 PM,41.7262466667,-87.654315,2013-07-17 21:05:11,"41.7262466667, -87.654315",
3990,2013-07-17,9:05:21 PM,41.726595,-87.65441,2013-07-17 21:05:21,"41.726595, -87.65441",
3991,2013-07-17,9:05:31 PM,41.72664,-87.654885,2013-07-17 21:05:31,"41.72664, -87.654885",
3992,2013-07-17,9:05:41 PM,41.72666,-87.6553533333,2013-07-17 21:05:41,"41.72666, -87.6553533333",
3993,2013-07-17,9:05:51 PM,41.7266683333,-87.6558983333,2013-07-17 21:05:51,"41.7266683333, -87.6558983333",
3994,2013-07-17,9:06:01 PM,41.7267033333,-87.6563516667,2013-07-17 21:06:01,"41.7267033333, -87.6563516667",
3995,2013-07-17,9:06:11 PM,41.7266966667,-87.65688,2013-07-17 21:06:11,"41.7266966667, -87.65688",
3996,2013-07-17,9:06:21 PM,41.72668,-87.6574,2013-07-17 21:06:21,"41.72668, -87.6574",
3997,2013-07-17,9:06:31 PM,41.7266066667,-87.6577383333,2013-07-17 21:06:31,"41.7266066667, -87.6577383333",
3998,2013-07-17,9:06:41 PM,41.7262333333,-87.6577283333,2013-07-17 21:06:41,"41.7262333333, -87.6577283333",
3999,2013-07-17,9:06:51 PM,41.7257933333,-87.657745,2013-07-17 21:06:51,"41.7257933333, -87.657745",
4000,2013-07-17,9:07:01 PM,41.7253516667,-87.6577583333,2013-07-17 21:07:01,"41.7253516667, -87.6577583333",
4001,2013-07-17,9:07:11 PM,41.7249366667,-87.6577583333,2013-07-17 21:07:11,"41.7249366667, -87.6577583333",
4002,2013-07-17,9:07:21 PM,41.7245016667,-87.6577583333,2013-07-17 21:07:21,"41.7245016667, -87.6577583333",
4003,2013-07-17,9:07:31 PM,41.7240733333,-87.6577466667,2013-07-17 21:07:31,"41.7240733333, -87.6577466667",
4004,2013-07-17,9:07:41 PM,41.72363,-87.657745,2013-07-17 21:07:41,"41.72363, -87.657745",
4005,2013-07-17,9:08:01 PM,41.7231,-87.6577266667,2013-07-17 21:08:01,"41.7231, -87.6577266667",
4006,2013-07-17,9:08:11 PM,41.72262,-87.6577116667,2013-07-17 21:08:11,"41.72262, -87.6577116667",
4007,2013-07-17,9:08:21 PM,41.7221833333,-87.657695,2013-07-17 21:08:21,"41.7221833333, -87.657695",
4008,2013-07-17,9:08:41 PM,41.7220316667,-87.65714,2013-07-17 21:08:41,"41.7220316667, -87.65714",
4009,2013-07-17,9:08:51 PM,41.722005,-87.6567583333,2013-07-17 21:08:51,"41.722005, -87.6567583333",
4010,2013-07-17,9:09:01 PM,41.7221483333,-87.6566266667,2013-07-17 21:09:01,"41.7221483333, -87.6566266667",
4011,2013-07-17,9:09:11 PM,41.7225516667,-87.6566383333,2013-07-17 21:09:11,"41.7225516667, -87.6566383333",
4012,2013-07-17,9:09:21 PM,41.7229716667,-87.65667,2013-07-17 21:09:21,"41.7229716667, -87.65667",
4013,2013-07-17,9:09:31 PM,41.7233816667,-87.656675,2013-07-17 21:09:31,"41.7233816667, -87.656675",
4014,2013-07-17,9:09:41 PM,41.7238616667,-87.65668,2013-07-17 21:09:41,"41.7238616667, -87.65668",
4015,2013-07-17,9:09:51 PM,41.7243466667,-87.6566833333,2013-07-17 21:09:51,"41.7243466667, -87.6566833333",
4016,2013-07-17,9:10:01 PM,41.72483,-87.6566883333,2013-07-17 21:10:01,"41.72483, -87.6566883333",
4017,2013-07-17,9:10:11 PM,41.7252633333,-87.6566966667,2013-07-17 21:10:11,"41.7252633333, -87.6566966667",
4018,2013-07-17,9:10:31 PM,41.7261366667,-87.656705,2013-07-17 21:10:31,"41.7261366667, -87.656705",
4019,2013-07-17,9:10:41 PM,41.72667,-87.6567233333,2013-07-17 21:10:41,"41.72667, -87.6567233333",
4020,2013-07-17,9:10:51 PM,41.727225,-87.6567433333,2013-07-17 21:10:51,"41.727225, -87.6567433333",
4021,2013-07-17,9:11:01 PM,41.7277216667,-87.6567633333,2013-07-17 21:11:01,"41.7277216667, -87.6567633333",
4022,2013-07-17,9:11:11 PM,41.728165,-87.6567883333,2013-07-17 21:11:11,"41.728165, -87.6567883333",
4023,2013-07-17,9:11:21 PM,41.7283233333,-87.6570983333,2013-07-17 21:11:21,"41.7283233333, -87.6570983333",
4024,2013-07-17,9:11:31 PM,41.7283533333,-87.6577,2013-07-17 21:11:31,"41.7283533333, -87.6577",
